player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Quinn Ewers,127253,QB,TEXAS,1,9.52,0,36,311,60.9,23,24,14.0,2.99,0,0,0.0,50.0,12,5,14.3,28,77.8,2,9,,,,,70.1,71.1,76.7,,70.0,,62.2,,,0,0,28,60.0,97.7,10.7,3,1,0,1,2,0,0.0,151,6.3,64.3,14,14,7.9,2.83,0,0,0.0,57.1,8,5,11.1,18,50.0,1,5,,,,,69.6,64.9,76.0,,62.7,,62.2,,,0,0,18,60.0,93.8,16.7,3,1,0,0,1,0,0.0,68,4.9,76.5,17,18,10.6,2.7,0,0,0.0,66.7,12,1,7.7,18,50.0,1,6,,,,,66.8,75.2,72.0,,74.6,,,,,0,0,18,0.0,101.2,0.0,0,0,0,1,1,0,0.0,108,6.0,0,100.0,8,8,-3.9,1.98,0,0,0.0,100.0,8,1,0.0,8,22.2,0,2,,,,,64.9,67.1,69.5,,66.8,,,,,0,0,8,0.0,79.7,0.0,0,0,0,0,0,0,0.0,25,3.1,1.14
Christian Veilleux,145086,QB,GA STATE,1,45.1,0,36,175,55.6,27,28,16.3,2.62,0,2,6.7,42.9,12,11,20.0,29,80.6,3,11,,,,,68.4,68.2,74.6,,63.6,,69.0,,,1,1,32,0.0,66.1,0.0,0,1,0,0,1,2,6.3,210,7.5,50.0,22,22,12.0,2.47,0,1,4.3,31.8,7,6,36.4,23,63.9,4,6,,,,,67.7,60.4,73.9,,54.9,,69.0,,,0,1,25,0.0,26.3,0.0,0,1,0,0,0,2,8.0,88,4.0,83.3,12,13,12.4,2.35,0,1,7.1,76.9,10,5,0.0,13,36.1,0,7,,,,,66.2,76.6,71.2,,76.0,,,,,1,0,14,0.0,142.1,0.0,0,0,0,0,1,0,0.0,157,12.1,0,85.7,7,7,-4.0,1.6,0,0,0.0,71.4,5,0,16.7,7,19.4,1,2,,,,,64.6,61.1,69.1,,60.8,,,,,0,0,7,,82.4,0.0,0,0,0,0,0,0,0.0,35,5.0,8.08
Braylon Braxton,144442,QB,MARSHALL,1,8.93,0,36,214,68.0,25,28,11.5,3.16,0,2,6.3,60.7,17,15,0.0,33,91.7,0,12,,,,,73.1,69.7,76.7,,71.2,,60.4,,,1,0,37,13.3,118.3,6.1,2,3,0,2,3,1,2.7,201,7.2,71.4,21,24,10.6,2.8,0,1,3.7,62.5,15,11,0.0,28,77.8,0,9,,,,,73.0,71.1,76.3,,73.5,,60.4,,,1,0,31,9.1,110.2,3.6,1,3,0,2,2,0,0.0,163,6.8,71.4,7,7,7.9,3.73,0,1,12.5,71.4,5,4,0.0,8,22.2,0,3,,,,,65.1,61.1,69.8,,60.9,,,,,0,0,9,25.0,134.5,12.5,1,0,0,0,1,1,11.1,56,8.0,0,100.0,3,3,-3.0,1.3,0,0,0.0,100.0,3,0,0.0,3,8.3,0,0,,,,,62.7,63.4,66.6,,63.2,,,,,0,0,3,,91.7,0.0,0,0,0,0,0,0,0.0,18,6.0,1.21
Dillon Gabriel,86272,QB,OREGON,1,-2.99,0,35,264,66.7,24,25,11.8,3.38,0,1,3.8,64.0,16,14,0.0,29,82.9,0,8,,,,,71.5,62.3,76.9,,59.3,,63.4,,,0,1,30,14.3,67.4,6.9,2,2,0,1,0,0,0.0,172,6.9,72.2,18,18,10.1,3.33,0,1,5.3,72.2,13,9,0.0,21,60.0,0,8,,,,,71.3,70.2,76.5,,66.7,,66.2,,,0,1,22,22.2,72.9,9.5,2,1,0,0,0,0,0.0,146,8.1,75.0,12,13,6.4,2.67,0,0,0.0,69.2,9,5,0.0,14,40.0,0,2,,,,,66.2,49.7,71.2,,51.9,,57.3,,,0,0,14,0.0,82.9,0.0,0,1,0,1,0,0,0.0,72,5.5,0,100.0,6,6,-3.8,1.55,0,0,0.0,100.0,6,0,0.0,6,17.1,0,2,,,,,64.2,66.4,68.6,,66.1,,,,,0,0,6,,98.6,0.0,0,0,0,0,0,0,0.0,46,7.7,-2.57
Seth Henigan,144267,QB,MEMPHIS,1,9.62,0,35,218,78.6,28,29,13.9,2.99,0,3,9.4,62.1,18,6,18.2,30,85.7,4,13,,,,,70.4,84.7,76.9,,87.1,,59.5,,,0,0,34,0.0,130.9,0.0,0,1,0,1,4,0,0.0,261,9.0,80.0,25,26,11.2,2.74,0,3,11.1,65.4,17,4,15.0,26,74.3,3,8,,,,,70.1,86.5,76.5,,90.4,,56.1,,,0,0,28,0.0,117.8,0.0,0,0,0,1,2,0,0.0,222,8.5,87.5,8,8,11.8,3.12,0,0,0.0,75.0,6,2,14.3,9,25.7,1,7,,,,,65.6,68.4,70.4,,65.1,,63.7,,,0,0,11,0.0,144.3,0.0,0,1,0,0,2,0,0.0,77,9.6,0,100.0,5,5,-3.2,1.92,0,0,0.0,100.0,5,0,0.0,5,14.3,0,2,,,,,63.8,65.7,68.1,,65.5,,,,,0,0,5,,98.3,0.0,0,0,0,0,0,0,0.0,38,7.6,1.09
Brady Cook,124199,QB,MISSOURI,1,9.78,0,35,229,69.2,26,27,10.5,2.86,0,2,7.4,63.0,17,14,5.6,31,88.6,1,9,,,,,40.3,64.8,76.9,,63.6,,61.6,,,0,1,31,21.4,84.3,9.7,3,1,0,1,1,1,3.2,213,7.9,72.7,22,23,7.6,2.62,0,2,8.7,65.2,15,9,6.3,26,74.3,1,6,,,,,36.7,63.3,76.6,,64.4,,56.5,,,0,1,26,33.3,77.1,11.5,3,0,0,1,1,1,3.8,134,5.8,75.0,8,8,11.6,3.19,0,0,0.0,75.0,6,6,0.0,9,25.7,0,4,,,,,65.1,67.3,69.8,,62.3,,64.3,,,0,0,9,0.0,116.7,0.0,0,1,0,0,0,0,0.0,103,12.9,0,100.0,4,4,-2.8,2.03,0,0,0.0,100.0,4,1,0.0,4,11.4,0,1,,,,,63.3,65.0,67.4,,64.7,,,,,0,0,4,0.0,91.7,0.0,0,0,0,0,0,0,0.0,24,6.0,7.05
LaNorris Sellers,174326,QB,S CAROLINA,1,42.86,0,35,289,76.2,21,25,10.7,3.54,0,1,3.7,64.0,16,14,0.0,30,85.7,0,13,,,,,39.4,73.3,76.5,,80.0,,56.5,,,0,1,33,7.1,124.7,3.3,1,4,0,4,3,2,6.1,278,11.1,70.6,17,21,9.3,3.47,0,1,4.3,57.1,12,14,0.0,25,71.4,0,10,,,,,72.6,64.8,76.2,,69.7,,56.5,,,0,1,27,0.0,108.2,0.0,0,4,0,4,2,1,3.7,235,11.2,100.0,9,9,5.8,2.84,0,0,0.0,100.0,9,1,0.0,10,28.6,0,7,,,,,18.5,88.0,70.4,,87.3,,,,,0,0,11,100.0,158.3,10.0,1,0,0,0,3,1,9.1,118,13.1,0,100.0,5,5,-3.0,1.8,0,0,0.0,100.0,5,1,0.0,5,14.3,0,4,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,0.0,158.3,0.0,0,0,0,0,2,0,0.0,75,15.0,1.92
Hajj-Malik Williams,102348,QB,UNLV,1,4.76,0,35,325,65.2,23,23,17.5,3.04,0,2,8.3,60.9,14,9,6.7,29,82.9,1,12,,,,,69.8,80.0,76.5,,86.2,,55.9,,,0,0,30,11.1,107.3,3.4,1,5,0,0,1,0,0.0,221,9.6,66.7,15,15,11.3,2.86,0,0,0.0,66.7,10,5,0.0,19,54.3,0,7,,,,,69.1,71.3,75.8,,75.9,,57.8,,,0,0,19,0.0,83.8,0.0,0,4,0,0,0,0,0.0,94,6.3,78.6,14,14,15.4,2.59,0,2,13.3,71.4,10,5,9.1,16,45.7,1,6,,,,,66.7,82.8,71.8,,85.1,,57.3,,,0,0,17,20.0,130.1,6.3,1,1,0,0,1,0,0.0,150,10.7,0,100.0,6,6,-2.8,1.25,0,0,0.0,100.0,6,1,0.0,6,17.1,0,1,,,,,64.2,66.3,68.6,,66.0,,,,,0,0,6,0.0,82.6,0.0,0,0,0,0,0,0,0.0,23,3.8,4.44
Matthew Caldwell,150302,QB,TROY,1,-29.04,0,35,318,89.3,28,29,7.6,2.34,0,0,0.0,79.3,23,5,8.0,30,85.7,2,18,,,,,40.4,83.4,77.0,,87.9,,58.8,,,0,0,31,20.0,129.0,3.3,1,0,0,1,2,0,0.0,274,9.4,93.8,16,16,5.4,2.17,0,0,0.0,93.8,15,2,0.0,17,48.6,0,9,,,,,32.4,73.9,76.2,,79.0,,58.8,,,0,0,18,50.0,108.6,5.9,1,0,0,0,0,0,0.0,161,10.1,87.5,16,17,7.0,2.15,0,0,0.0,64.7,11,3,21.4,18,51.4,3,9,,,,,66.8,85.3,72.0,,84.4,,,,,0,0,18,0.0,126.3,0.0,0,0,0,1,2,0,0.0,127,7.5,0,100.0,4,4,-3.8,1.1,0,0,0.0,75.0,3,0,25.0,5,14.3,1,0,,,,,63.8,62.6,68.1,,62.4,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,-2.59
Marcel Reed,175940,QB,TEXAS A&M,1,-14.57,0,35,312,66.7,30,31,13.1,3.09,0,3,9.1,61.3,19,7,5.0,34,97.1,1,16,,,,,69.2,78.6,76.3,,72.0,,77.0,,,0,1,36,0.0,96.6,0.0,0,3,1,0,2,1,2.8,263,8.5,72.2,18,19,12.3,2.68,0,3,15.0,68.4,13,3,0.0,20,57.1,0,11,,,,,67.9,81.1,75.2,,77.0,,69.5,,,0,1,21,0.0,92.2,0.0,0,1,1,0,1,1,4.8,171,9.0,61.5,13,13,13.2,3.55,0,0,0.0,53.8,7,4,12.5,15,42.9,1,5,,,,,66.5,67.4,71.6,,60.5,,71.3,,,0,0,16,0.0,103.7,0.0,0,2,0,0,1,0,0.0,97,7.5,0,100.0,1,1,-1.0,1.8,0,0,0.0,100.0,1,0,0.0,1,2.9,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.54
Cooper Legas,101286,QB,TULSA,1,1.73,0,35,320,65.5,29,30,13.4,2.88,0,4,11.8,63.3,19,11,0.0,33,94.3,0,12,,,,,72.8,69.0,77.0,,69.2,,61.3,,,0,1,38,0.0,114.9,0.0,0,3,0,1,3,1,2.6,292,9.7,65.0,20,21,11.3,2.7,0,3,13.0,61.9,13,8,0.0,22,62.9,0,8,,,,,72.6,66.1,76.3,,66.4,,60.5,,,0,1,25,0.0,113.7,0.0,0,1,0,1,3,1,4.0,203,9.7,63.6,11,11,14.5,2.9,0,1,7.7,63.6,7,3,0.0,13,37.1,0,4,,,,,66.4,67.5,71.4,,66.4,,62.0,,,0,0,15,0.0,89.2,0.0,0,2,0,0,0,0,0.0,90,8.2,0,50.0,2,2,-2.0,1.0,0,0,0.0,50.0,1,0,0.0,2,5.7,0,0,,,,,61.8,53.9,65.5,,54.0,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,-1.49
Maddux Madsen,163379,QB,BOISE ST,1,-7.24,0,34,120,76.9,26,27,10.0,3.02,0,0,0.0,70.4,19,10,5.0,31,91.2,1,13,,,,,69.5,75.0,77.0,,73.4,,64.2,,,0,0,33,20.0,114.7,6.5,2,2,0,1,1,1,3.0,270,10.0,82.4,17,17,8.5,2.85,0,0,0.0,76.5,13,7,7.1,21,61.8,1,9,,,,,68.8,78.9,76.4,,77.8,,64.2,,,0,0,23,28.6,108.0,9.5,2,2,0,0,0,0,0.0,172,10.1,75.0,12,13,8.8,2.97,0,0,0.0,69.2,9,3,0.0,13,38.2,0,4,,,,,66.0,61.2,71.0,,60.9,,,,,0,0,13,0.0,122.0,0.0,0,0,0,1,1,1,7.7,114,8.8,0,100.0,3,3,-2.7,1.63,0,0,0.0,100.0,3,0,0.0,3,8.8,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,-1.35
Parker Navarro,123758,QB,OHIO,1,28.02,0,34,259,75.9,29,31,10.0,2.68,2,3,9.4,67.7,21,4,4.5,33,97.1,1,11,,,,,73.0,91.0,76.5,,88.8,,75.4,,,0,1,34,0.0,80.2,0.0,0,2,0,0,0,1,2.9,261,8.4,71.4,21,23,12.4,2.71,2,3,12.5,60.9,14,3,6.7,24,70.6,1,9,,,,,72.9,91.2,75.9,,87.5,,77.9,,,0,1,25,0.0,74.0,0.0,0,1,0,0,0,1,4.0,217,9.4,88.9,9,9,2.9,2.52,0,0,0.0,88.9,8,1,0.0,10,29.4,0,3,,,,,65.4,71.4,70.1,,75.3,,57.3,,,0,0,10,0.0,94.4,0.0,0,1,0,0,0,0,0.0,60,6.7,0,100.0,1,1,-3.0,1.7,0,0,0.0,100.0,1,0,0.0,1,2.9,0,1,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,-2.76
Luke Altmyer,146802,QB,ILLINOIS,1,-11.37,0,33,187,75.0,20,25,11.4,3.15,0,2,8.0,56.0,14,11,6.7,26,78.8,1,11,,,,,28.8,66.3,76.2,,69.1,,55.2,,,1,0,26,0.0,110.8,0.0,0,1,0,4,2,1,3.8,212,8.5,84.6,13,17,11.5,3.21,0,2,11.8,64.7,11,7,0.0,18,54.5,0,9,,,,,26.2,71.8,75.6,,76.8,,55.2,,,0,0,18,0.0,124.4,0.0,0,1,0,4,1,1,5.6,199,11.7,76.9,13,15,5.5,2.34,0,0,0.0,53.3,8,5,20.0,15,45.5,2,2,,,,,66.4,56.2,71.4,,56.0,,,,,1,0,15,0.0,81.3,0.0,0,0,0,1,1,0,0.0,32,2.1,0,100.0,6,7,-1.2,1.57,0,0,0.0,71.4,5,1,16.7,7,21.2,1,0,,,,,64.6,64.2,69.1,,63.9,,,,,0,0,7,0.0,74.1,0.0,0,0,0,1,0,0,0.0,19,2.7,-9.58
Jadyn Glasser,184670,QB,C MICHIGAN,1,-72.73,0,33,134,59.1,22,23,13.5,2.74,0,0,0.0,52.2,12,12,7.7,29,87.9,1,5,,,,,19.6,28.2,20.5,,27.7,,59.9,,,1,2,31,41.7,30.5,17.2,5,1,0,0,0,5,16.1,117,5.1,81.0,21,22,6.2,2.53,0,0,0.0,72.7,16,11,5.9,26,78.8,1,6,,,,,18.6,35.3,19.0,,33.9,,59.9,,,1,1,28,27.3,72.2,11.5,3,1,0,0,0,4,14.3,150,6.8,0.0,5,5,30.6,3.09,0,0,0.0,0.0,0,2,,7,21.2,0,0,,,,,64.6,28.3,69.1,,28.5,,,,,0,1,7,100.0,0.0,28.6,2,0,0,0,0,1,14.3,0,0.0,0,100.0,4,4,-3.3,2.0,0,0,0.0,100.0,4,1,0.0,4,12.1,0,1,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,0.0,101.0,0.0,0,0,0,0,0,0,0.0,33,8.3,-6.82
Taylen Green,145996,QB,ARKANSAS,1,36.36,0,33,111,75.0,20,21,11.1,2.97,0,2,9.1,61.9,13,14,13.3,29,87.9,2,5,,,,,71.9,81.5,76.0,,73.9,,74.4,,,0,1,30,42.9,58.8,20.7,6,2,0,1,0,0,0.0,126,6.0,76.2,21,22,8.8,2.58,0,2,9.1,63.6,14,12,12.5,27,81.8,2,4,,,,,71.8,85.3,75.8,,74.1,,80.7,,,0,1,27,41.7,58.3,18.5,5,0,0,1,0,0,0.0,117,5.3,100.0,3,3,8.0,4.0,0,0,0.0,100.0,3,2,0.0,6,18.2,0,1,,,,,64.6,56.0,69.1,,64.6,,53.1,,,0,0,7,50.0,101.4,16.7,1,2,0,0,0,0,0.0,25,8.3,0,100.0,4,4,-3.3,1.88,0,0,0.0,100.0,4,0,0.0,4,12.1,0,0,,,,,63.3,64.9,67.4,,64.6,,,,,0,0,4,,83.3,0.0,0,0,0,0,0,0,0.0,16,4.0,3.01
Zeon Chriss,156733,QB,HOUSTON,1,-13.16,0,32,182,63.6,22,24,12.2,3.64,0,1,4.0,54.2,13,14,7.1,29,90.6,1,7,,,,,73.6,56.1,76.2,,48.0,,65.3,,,0,1,30,14.3,58.3,6.9,2,3,0,2,0,1,3.3,164,6.8,72.2,18,19,7.7,3.39,0,0,0.0,63.2,12,10,7.7,24,75.0,1,6,,,,,73.6,54.1,75.8,,43.5,,65.3,,,0,1,25,20.0,55.6,8.3,2,3,0,1,0,1,4.0,104,5.5,57.1,7,8,16.9,3.79,0,1,12.5,50.0,4,5,0.0,8,25.0,0,2,,,,,64.6,66.4,69.5,,66.1,,,,,0,0,8,0.0,84.9,0.0,0,0,0,1,0,0,0.0,79,9.9,0,100.0,3,3,-4.0,2.0,0,0,0.0,100.0,3,1,0.0,3,9.4,0,1,,,,,62.7,64.0,66.6,,63.8,,,,,0,0,3,0.0,93.1,0.0,0,0,0,0,0,0,0.0,19,6.3,4.41
Spencer Petras,82136,QB,UTAH ST,1,-5.68,0,32,329,65.4,26,27,14.5,2.48,1,1,3.3,63.0,17,4,0.0,29,90.6,0,10,,,,,69.4,64.8,76.2,,66.4,,53.9,,,0,2,32,50.0,86.8,6.9,2,0,0,0,2,2,6.3,249,9.2,68.2,22,22,11.9,2.42,0,1,4.0,68.2,15,2,0.0,23,71.9,0,6,,,,,69.0,63.4,75.8,,65.2,,53.9,,,0,1,26,50.0,89.2,4.3,1,0,0,0,1,1,3.8,180,8.2,71.4,7,8,15.9,2.3,1,0,0.0,62.5,5,2,0.0,9,28.1,0,4,,,,,65.1,66.9,69.8,,66.6,,,,,0,1,9,50.0,93.2,11.1,1,0,0,0,1,1,11.1,75,9.4,0,100.0,3,3,-1.3,1.47,0,0,0.0,100.0,3,0,0.0,3,9.4,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,6,2.0,1.2
Jacolby Criswell,122830,QB,N CAROLINA,1,6.67,0,32,245,62.5,16,18,12.2,3.41,1,0,0.0,50.0,9,10,10.0,25,78.1,1,6,,,,,27.6,52.0,24.6,,47.4,,68.3,,,0,0,26,50.0,85.9,20.0,5,2,0,1,1,2,7.7,102,5.7,66.7,18,20,10.0,3.13,1,0,0.0,60.0,12,7,0.0,24,75.0,0,4,,,,,68.8,59.2,23.7,,61.1,,57.9,,,0,0,24,42.9,92.5,12.5,3,1,0,1,1,1,4.2,114,5.7,100.0,3,3,-1.0,3.35,0,0,0.0,66.7,2,3,33.3,8,25.0,1,2,,,,,16.7,42.3,69.8,,29.6,,68.1,,,0,0,9,100.0,82.6,37.5,3,2,0,0,0,1,11.1,18,6.0,0,100.0,5,5,-3.6,2.39,0,0,0.0,100.0,5,0,0.0,7,21.9,0,0,,,,,64.2,59.4,69.1,,63.1,,57.8,,,0,0,7,,91.7,14.3,1,1,0,0,0,0,0.0,30,6.0,0.3
Tyler Huff,142567,QB,JVILLE ST,1,-10.1,0,32,196,54.5,22,24,15.1,2.69,1,0,0.0,45.8,11,8,8.3,27,84.4,1,9,,,,,45.2,68.3,77.0,,64.2,,65.9,,,0,0,29,37.5,88.9,11.1,3,0,1,0,1,0,0.0,200,8.3,58.8,17,18,13.1,2.61,0,0,0.0,55.6,10,6,0.0,20,62.5,0,6,,,,,42.4,70.9,76.7,,67.5,,65.9,,,0,0,22,33.3,99.3,10.0,2,0,1,0,1,0,0.0,140,7.8,60.0,10,11,9.4,2.49,1,0,0.0,45.5,5,3,16.7,12,37.5,1,3,,,,,65.8,67.0,70.7,,66.6,,,,,0,0,12,33.3,66.9,8.3,1,0,0,0,0,0,0.0,71,6.5,0,80.0,5,5,-3.4,1.86,0,0,0.0,80.0,4,1,0.0,5,15.6,0,0,,,,,63.8,80.3,68.1,,79.8,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,-1.33
Jake Retzlaff,70874,QB,BYU,1,22.78,0,31,128,75.0,24,27,10.5,2.51,1,0,0.0,59.3,16,8,11.1,29,93.5,2,10,,,,,70.6,60.8,76.4,,59.3,,61.0,,,0,1,29,25.0,77.1,6.9,2,0,1,1,1,1,3.4,186,6.9,76.5,17,20,8.1,2.25,1,0,0.0,55.0,11,5,15.4,20,64.5,2,5,,,,,70.3,62.1,75.8,,60.4,,61.0,,,0,1,20,0.0,50.4,0.0,0,0,1,1,0,1,5.0,112,5.6,77.8,9,9,11.6,2.83,0,0,0.0,77.8,7,3,0.0,11,35.5,0,5,,,,,65.6,59.3,70.4,,59.1,,,,,0,0,11,66.7,140.7,18.2,2,0,0,0,1,0,0.0,80,8.9,0,100.0,2,2,-5.0,1.55,0,0,0.0,100.0,2,0,0.0,2,6.5,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,3.29
Athan Kaliakmanis,144971,QB,RUTGERS,1,34.48,0,31,278,66.7,30,30,11.8,2.55,0,2,6.3,66.7,20,6,0.0,31,100.0,0,14,,,,,71.6,86.5,76.9,,85.8,,65.9,,,0,0,33,0.0,112.9,0.0,0,1,0,0,2,1,3.0,238,7.9,65.5,29,29,12.2,2.56,0,2,6.5,65.5,19,6,0.0,30,96.8,0,14,,,,,71.6,86.6,76.9,,85.9,,65.9,,,0,0,32,0.0,113.4,0.0,0,1,0,0,2,1,3.1,235,8.1,100.0,1,1,-1.0,2.2,0,0,0.0,100.0,1,0,0.0,1,3.2,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.1
Devon Dampier,171556,QB,NEW MEXICO,1,26.67,0,31,241,50.0,24,25,15.3,3.23,0,0,0.0,44.0,11,3,8.3,31,100.0,1,10,,,,,49.9,82.1,77.3,,72.1,,75.1,,,0,0,32,0.0,81.1,0.0,0,6,0,1,1,0,0.0,174,7.0,42.9,14,15,12.7,3.57,0,0,0.0,33.3,5,2,16.7,21,67.7,1,4,,,,,46.6,74.7,76.7,,53.2,,75.1,,,0,0,21,0.0,44.0,0.0,0,6,0,1,0,0,0.0,51,3.4,60.0,10,10,19.0,2.53,0,0,0.0,60.0,6,1,0.0,10,32.3,0,6,,,,,65.6,87.8,70.4,,86.8,,,,,0,0,11,0.0,136.7,0.0,0,0,0,0,1,0,0.0,123,12.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,8.9
Braedyn Locke,157141,QB,WISCONSIN,1,2.34,0,31,349,47.4,19,21,7.8,2.81,1,1,4.0,33.3,7,13,22.2,24,77.4,2,2,,,,,67.9,51.0,19.9,,53.1,,57.3,,,1,1,28,15.4,23.9,8.3,2,1,0,0,0,1,3.6,70,3.3,50.0,18,19,6.9,2.45,0,1,4.5,42.1,8,10,11.1,22,71.0,1,3,,,,,67.6,54.7,18.3,,57.1,,57.3,,,1,1,25,20.0,50.3,9.1,2,1,0,0,1,0,0.0,80,4.2,71.4,7,9,0.6,2.9,1,0,0.0,44.4,4,3,20.0,9,29.0,1,1,,,,,65.4,48.5,70.1,,48.4,,,,,0,0,10,0.0,51.6,0.0,0,0,0,1,0,1,10.0,16,1.8,0,83.3,6,7,-3.3,1.8,0,0,0.0,71.4,5,0,0.0,7,22.6,0,2,,,,,64.6,58.4,69.1,,58.2,,,,,0,0,7,,116.7,0.0,0,0,0,1,1,0,0.0,26,3.7,-2.43
