player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jordan Travis,77615,QB,FLORIDA ST,1,8.77,0,36,167,76.0,25,25,11.8,2.58,0,0,0.0,60.0,15,8,21.1,29,80.6,4,10,,,,70.7,77.7,76.2,,74.7,,,67.8,,,0,0,31,37.5,104.4,10.3,3,1,0,0,1,0,0.0,234,9.4,82.4,17,19,9.1,2.47,0,0,0.0,57.9,11,8,21.4,22,61.1,3,6,,,,70.5,66.4,75.7,,64.0,,,63.7,,,2,0,25,37.5,92.9,13.6,3,0,0,0,1,0,0.0,114,6.0,75.0,12,12,10.3,2.67,0,0,0.0,66.7,8,3,11.1,14,38.9,1,6,,,,66.2,79.0,71.2,,78.8,,,62.0,,,0,0,14,0.0,109.7,0.0,0,2,0,0,0,0,0.0,151,12.6,0,100.0,4,6,-4.3,2.44,0,0,0.0,66.7,4,3,0.0,7,19.4,0,2,,,,64.9,51.8,69.5,,55.4,,,57.3,,,2,0,8,0.0,79.2,0.0,0,1,0,0,0,0,0.0,31,5.2,6.58
Haynes King,124329,QB,GA TECH,1,-2.86,0,36,176,52.2,23,24,16.4,2.75,1,2,7.7,33.3,8,13,33.3,29,80.6,4,5,,,,71.2,49.5,76.3,,48.7,,,57.4,,,0,4,31,30.8,38.7,13.8,4,1,0,0,2,4,12.9,119,5.0,55.0,20,21,9.8,2.44,1,0,0.0,42.9,9,9,18.2,24,66.7,2,5,,,,70.9,35.1,75.9,,31.0,,,57.4,,,0,4,25,22.2,36.7,8.3,2,1,0,0,1,4,16.0,114,5.4,70.0,10,10,15.9,2.52,0,2,18.2,40.0,4,5,42.9,12,33.3,3,1,,,,66.0,84.4,71.0,,83.6,,,,,,0,0,13,40.0,81.3,16.7,2,0,0,0,1,0,0.0,15,1.5,0,85.7,7,7,-3.3,1.3,0,0,0.0,71.4,5,1,16.7,7,19.4,1,1,,,,64.6,61.1,69.1,,60.9,,,,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,10,1.4,-3.93
Jase Bauer,145714,QB,C MICHIGAN,1,10.99,0,35,134,60.0,20,25,15.1,3.95,0,1,3.6,48.0,12,18,0.0,33,94.3,0,8,,,,69.7,58.5,76.2,,56.6,,,58.7,,,1,1,36,11.1,96.3,6.1,2,6,0,4,3,1,2.8,188,7.5,60.0,10,13,9.7,4.03,0,0,0.0,46.2,6,10,0.0,16,45.7,0,2,,,,68.3,52.4,74.9,,49.2,,,57.3,,,0,1,18,10.0,30.6,6.3,1,2,0,3,0,1,5.6,69,5.3,66.7,12,14,16.8,3.59,0,1,6.7,57.1,8,8,0.0,19,54.3,0,7,,,,67.1,65.8,72.4,,65.7,,,60.9,,,1,0,20,12.5,129.8,5.3,1,4,0,1,3,0,0.0,136,9.7,0,100.0,2,2,-1.0,1.25,0,0,0.0,100.0,2,0,0.0,2,5.7,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,4.4
Alex Flinn,123797,QB,E CAROLINA,1,-40.99,0,35,156,68.0,25,27,10.0,2.73,0,2,6.9,55.6,15,17,11.8,32,91.4,2,7,,,,70.0,76.7,76.7,,74.7,,,65.3,,,0,1,34,23.5,55.2,12.5,4,1,0,2,0,1,2.9,144,5.3,78.3,23,23,6.6,2.29,0,2,8.0,69.6,16,10,11.1,24,68.6,2,8,,,,69.5,87.0,76.2,,87.8,,,60.5,,,0,0,26,10.0,86.9,4.2,1,0,0,0,0,0,0.0,148,6.4,40.0,5,7,17.0,3.43,0,0,0.0,28.6,2,7,0.0,11,31.4,0,0,,,,65.6,45.4,70.4,,39.1,,,64.3,,,0,1,11,42.9,0.0,27.3,3,1,0,2,0,1,9.1,8,1.1,0,100.0,3,3,-4.0,1.73,0,0,0.0,100.0,3,0,0.0,3,8.6,0,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,12,4.0,-5.29
Devin Leary,77628,QB,KENTUCKY,1,-0.45,0,34,202,61.5,26,30,10.6,2.99,2,0,0.0,53.3,16,11,0.0,33,97.1,0,6,,,,69.6,60.0,76.1,,57.8,,,63.9,,,0,1,35,27.3,64.9,9.1,3,0,0,2,1,1,2.9,152,5.1,61.1,18,20,8.3,2.86,1,0,0.0,55.0,11,7,0.0,22,64.7,0,3,,,,68.8,58.0,75.3,,55.2,,,63.9,,,0,1,24,28.6,40.8,9.1,2,0,0,1,0,1,4.2,66,3.3,66.7,9,11,13.2,3.15,1,0,0.0,54.5,6,4,0.0,12,35.3,0,4,,,,65.8,63.8,70.7,,63.6,,,,,,0,0,12,25.0,115.0,8.3,1,0,0,1,1,0,0.0,98,8.9,0,100.0,1,1,-7.0,2.1,0,0,0.0,100.0,1,0,0.0,1,2.9,0,1,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,5.61
Jaylen Raynor,172203,QB,ARK STATE,1,16.67,0,34,113,61.5,26,28,10.2,3.09,1,0,0.0,53.6,15,19,6.3,34,100.0,1,9,,,,37.6,48.4,76.8,,36.5,,,76.3,,,1,1,38,21.1,71.4,11.8,4,2,0,0,1,4,10.5,186,6.6,60.0,20,22,10.5,2.75,1,0,0.0,50.0,11,13,8.3,25,73.5,1,5,,,,71.1,53.7,76.3,,42.4,,,74.7,,,1,1,29,15.4,61.7,8.0,2,1,0,0,1,2,6.9,115,5.2,66.7,6,6,9.3,4.02,0,0,0.0,66.7,4,6,0.0,9,26.5,0,4,,,,16.7,41.2,69.8,,35.6,,,63.2,,,0,0,9,33.3,106.9,22.2,2,1,0,0,0,2,22.2,71,11.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.6
Ben Whitlock,186579,QB,W GEORGIA,1,8.65,0,34,1177,57.7,26,29,11.1,2.69,0,1,3.3,51.7,15,4,0.0,29,85.3,0,9,,,,68.2,46.8,75.7,,45.9,,,,,,1,3,30,0.0,50.6,0.0,0,0,0,2,1,2,6.7,233,8.0,60.9,23,26,8.4,2.5,0,0,0.0,53.8,14,3,0.0,26,76.5,0,7,,,,67.9,41.5,75.5,,40.4,,,,,,1,3,27,0.0,39.3,0.0,0,0,0,2,1,2,7.4,119,4.6,75.0,8,8,10.6,2.43,0,1,12.5,62.5,5,1,16.7,8,23.5,1,5,,,,64.9,72.3,69.5,,71.8,,,,,,0,0,8,0.0,106.3,0.0,0,0,0,0,0,0,0.0,154,19.3,0,100.0,5,5,-2.2,1.3,0,0,0.0,80.0,4,0,20.0,5,14.7,1,3,,,,63.8,65.6,68.1,,65.4,,,,,,0,0,5,,100.0,0.0,0,0,0,0,0,0,0.0,40,8.0,14.67
Quinn Ewers,127253,QB,TEXAS,1,8.46,0,34,311,77.8,27,29,12.8,2.65,0,2,6.5,69.0,20,3,4.8,30,88.2,1,13,,,,68.4,72.9,77.3,,71.9,,,,,,0,1,32,33.3,92.2,3.3,1,0,0,2,1,1,3.1,247,8.5,66.7,12,13,14.4,2.55,0,0,0.0,61.5,8,1,0.0,13,38.2,0,5,,,,66.4,48.0,76.3,,44.9,,,,,,0,1,15,0.0,51.4,0.0,0,0,0,1,0,1,6.7,94,7.2,88.9,18,20,9.0,2.59,0,2,10.0,70.0,14,2,12.5,21,61.8,2,9,,,,67.1,90.4,72.5,,90.1,,,,,,0,0,21,50.0,123.5,4.8,1,0,0,2,1,0,0.0,223,11.2,0,100.0,3,4,-3.7,1.98,0,0,0.0,50.0,2,0,33.3,4,11.8,1,1,,,,62.7,61.4,67.4,,61.3,,,,,,0,0,4,,95.8,0.0,0,0,0,1,0,0,0.0,70,17.5,3.92
AJ Bianco,158232,QB,NEVADA,1,54.55,0,34,239,52.6,19,21,15.0,3.12,1,1,4.0,47.6,10,15,0.0,30,88.2,0,8,,,,35.3,73.8,76.5,,73.0,,,64.0,,,1,0,34,26.7,88.8,13.3,4,5,0,0,1,0,0.0,157,7.5,50.0,20,22,12.5,2.95,1,1,3.7,45.5,10,16,0.0,31,91.2,0,7,,,,36.5,68.8,76.7,,66.9,,,64.0,,,1,1,36,25.0,60.0,12.9,4,5,0,0,1,0,0.0,126,5.7,100.0,3,3,9.3,3.1,0,0,0.0,100.0,3,0,0.0,3,8.8,0,2,,,,62.7,88.6,66.6,,87.8,,,,,,0,0,3,,154.9,0.0,0,0,0,0,1,0,0.0,35,11.7,0,75.0,4,4,-2.0,1.78,0,0,0.0,75.0,3,1,0.0,4,11.8,0,1,,,,63.8,64.2,68.1,,64.0,,,,,,0,1,5,0.0,77.1,0.0,0,0,0,0,1,0,0.0,4,1.0,5.94
Michael Pratt,123229,QB,TULANE,1,-59.26,0,33,319,59.3,27,27,12.9,2.9,0,1,3.7,51.9,14,13,12.5,31,93.9,2,8,,,,70.3,57.3,76.6,,58.5,,,54.9,,,0,1,32,7.7,69.7,3.2,1,3,0,0,1,0,0.0,178,6.6,66.7,27,27,12.0,2.73,0,1,3.7,59.3,16,13,11.1,31,93.9,2,9,,,,70.3,60.1,76.6,,61.8,,,54.9,,,0,1,32,7.7,78.3,3.2,1,3,0,0,1,0,0.0,194,7.2,0.0,2,2,9.0,3.55,0,0,0.0,0.0,0,0,,2,6.1,0,0,,,,61.8,47.9,65.5,,48.2,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-3.0,0.9,0,0,0.0,100.0,2,0,0.0,2,6.1,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,-7.19
Cooper Legas,101286,QB,UTAH ST,1,1.15,0,33,329,64.0,25,30,12.6,2.95,0,2,5.9,50.0,15,10,6.3,30,90.9,1,8,,,,72.7,77.0,77.5,,74.3,,,67.4,,,1,2,34,0.0,74.7,0.0,0,0,0,4,3,2,5.9,183,6.1,87.5,8,13,3.1,2.96,0,0,0.0,53.8,7,5,0.0,13,39.4,0,3,,,,72.5,77.9,76.5,,75.4,,,67.4,,,1,0,16,0.0,60.4,0.0,0,0,0,4,0,0,0.0,42,3.2,60.0,20,20,14.3,2.7,0,2,9.1,55.0,11,5,8.3,20,60.6,1,5,,,,67.4,70.5,72.7,,69.9,,,,,,0,2,22,0.0,77.1,0.0,0,0,0,0,3,2,9.1,140,7.0,0,100.0,3,3,-1.7,1.33,0,0,0.0,100.0,3,0,0.0,3,9.1,0,0,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.3,3.77
Jayden Daniels,97993,QB,LSU,1,-6.67,0,32,211,65.2,23,23,14.7,3.14,0,3,13.0,60.9,14,8,6.7,29,90.6,1,16,,,,71.5,90.3,76.2,,70.4,,,91.9,,,0,0,29,25.0,133.9,6.9,2,4,0,0,2,0,0.0,341,14.8,71.4,21,21,12.7,2.95,0,3,14.3,66.7,14,7,6.7,26,81.3,1,14,,,,71.4,90.1,75.9,,69.2,,,91.5,,,0,0,26,28.6,149.3,7.7,2,3,0,0,3,0,0.0,298,14.2,60.0,5,5,12.0,2.72,0,0,0.0,60.0,3,1,0.0,6,18.8,0,4,,,,64.2,73.9,68.6,,68.3,,,64.3,,,0,0,6,0.0,104.2,0.0,0,1,0,0,0,0,0.0,74,14.8,0,100.0,3,3,-4.0,0.6,0,0,0.0,100.0,3,0,0.0,3,9.4,0,2,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,149.3,0.0,0,0,0,0,1,0,0.0,31,10.3,0.61
Brayden Schager,146078,QB,HAWAII,1,6.06,0,32,180,90.9,22,23,9.0,2.57,1,1,4.2,78.3,18,6,10.0,27,84.4,2,12,,,,70.6,81.9,75.4,,73.5,,,76.6,,,0,0,28,16.7,126.4,3.7,1,3,0,0,2,0,0.0,170,7.4,85.7,21,22,7.7,2.54,1,1,4.3,77.3,17,6,5.6,25,78.1,1,10,,,,70.5,83.4,75.3,,74.9,,,76.6,,,0,0,26,0.0,122.7,0.0,0,3,0,0,2,0,0.0,137,6.2,100.0,6,6,4.2,2.04,0,0,0.0,83.3,5,1,16.7,7,21.9,1,2,,,,64.6,63.9,69.1,,63.7,,,,,,0,0,7,100.0,93.8,14.3,1,0,0,0,0,0,0.0,39,6.5,0,80.0,5,5,-2.2,1.72,0,0,0.0,80.0,4,1,0.0,5,15.6,0,0,,,,63.8,65.8,68.1,,65.5,,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,6,1.2,0.27
Bo Nix,97790,QB,OREGON,1,-3.57,0,32,264,84.0,25,26,9.4,2.42,0,2,6.9,69.2,18,3,14.3,27,84.4,3,12,,,,31.2,72.1,76.8,,83.2,,,39.3,,,1,0,30,0.0,151.4,0.0,0,1,0,0,4,1,3.3,357,13.7,91.3,23,24,7.0,2.12,0,2,7.7,75.0,18,2,14.3,24,75.0,3,12,,,,29.4,84.7,76.5,,91.7,,,40.3,,,1,0,26,0.0,156.3,0.0,0,0,0,0,4,0,0.0,377,15.7,71.4,7,7,8.1,2.68,0,0,0.0,71.4,5,1,0.0,8,25.0,0,3,,,16.8,65.1,30.2,70.1,,40.8,29.7,,57.3,,,0,0,9,0.0,82.4,0.0,0,1,0,0,0,1,11.1,35,5.0,0,100.0,5,5,-3.4,1.38,0,0,0.0,100.0,5,0,0.0,5,15.6,0,3,,,16.8,63.8,49.6,68.6,,65.5,29.7,,,,,0,0,5,,112.5,0.0,0,0,0,0,0,0,0.0,55,11.0,-10.71
Bryson Barnes,131845,QB,UTAH,1,37.89,0,32,328,62.5,24,26,8.0,3.06,0,2,6.9,50.0,13,11,13.3,28,87.5,2,6,,,,70.7,64.6,76.0,,59.3,,,67.5,,,0,2,31,0.0,56.6,0.0,0,2,0,2,1,2,6.5,200,7.7,61.9,21,23,5.9,2.87,0,1,3.8,47.8,11,8,15.4,24,75.0,2,5,,,,70.6,61.8,75.7,,53.4,,,70.8,,,0,2,27,0.0,73.1,0.0,0,1,0,2,2,2,7.4,212,9.2,85.7,7,7,7.6,2.84,0,1,14.3,85.7,6,4,0.0,8,25.0,0,2,,,,64.9,71.4,69.5,,76.1,,,57.3,,,0,0,8,0.0,99.4,0.0,0,1,0,0,0,0,0.0,55,7.9,0,100.0,4,4,-3.8,1.5,0,0,0.0,100.0,4,1,0.0,4,12.5,0,1,,,,63.3,65.1,67.4,,64.8,,,,,,0,0,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,67,16.8,-1.36
Rocky Lombardi,60452,QB,N ILLINOIS,1,23.81,0,31,254,72.0,25,27,9.6,2.98,0,0,0.0,51.9,14,6,22.2,30,96.8,4,10,,,,13.8,58.7,76.5,,66.5,,,41.1,,,0,0,31,33.3,67.5,6.7,2,1,2,0,0,2,6.5,144,5.3,63.2,19,21,10.4,2.45,0,0,0.0,47.6,10,2,16.7,22,71.0,2,7,,,,17.6,57.5,76.0,,69.0,,,34.2,,,0,0,23,50.0,62.4,4.5,1,0,2,0,0,1,4.3,104,5.0,100.0,7,7,5.7,4.09,0,0,0.0,71.4,5,4,28.6,9,29.0,2,3,,,,16.7,63.1,69.8,,57.6,,,64.0,,,0,0,9,25.0,83.6,11.1,1,1,0,0,0,1,11.1,37,5.3,0,100.0,1,1,-4.0,1.2,0,0,0.0,100.0,1,0,0.0,1,3.2,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,0.34
Ben Bryant,77655,QB,NWESTERN,1,-52.27,0,31,256,76.2,21,23,10.6,2.81,0,1,4.3,65.2,15,9,6.3,28,90.3,1,11,,,,29.2,67.7,19.5,,77.1,,,48.8,,,1,0,28,11.1,118.2,3.6,1,4,0,1,2,0,0.0,181,7.9,81.0,21,22,8.0,2.38,0,1,4.5,77.3,17,6,0.0,25,80.6,0,10,,,,28.3,60.4,17.9,,69.7,,,45.4,,,1,0,25,16.7,130.1,4.0,1,2,0,0,2,0,0.0,176,8.0,66.7,3,4,15.0,4.28,0,0,0.0,25.0,1,3,50.0,6,19.4,1,2,,,,64.2,82.8,68.6,,85.9,,,61.0,,,0,0,6,0.0,46.9,0.0,0,2,0,1,0,0,0.0,19,4.8,0,100.0,3,3,-3.7,2.17,0,0,0.0,100.0,3,0,0.0,3,9.7,0,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,-3.25
Devin Grainger,78496,QB,GA STATE,1,-24.4,0,31,175,54.2,24,24,12.8,3.58,0,0,0.0,45.8,11,11,15.4,26,83.9,2,7,,,,71.1,46.1,77.0,,39.5,,,64.4,,,0,1,29,9.1,67.5,3.8,1,1,0,0,2,1,3.4,97,4.0,61.9,21,21,9.1,3.55,0,0,0.0,61.9,13,9,0.0,23,74.2,0,8,,,,70.9,47.6,76.7,,39.7,,,64.4,,,0,1,24,11.1,85.4,4.3,1,1,0,0,2,1,4.2,100,4.8,62.5,8,8,11.9,2.36,0,0,0.0,37.5,3,3,40.0,8,25.8,2,0,,,,65.4,55.2,70.1,,55.1,,,,,,0,0,10,0.0,45.8,0.0,0,0,0,0,0,0,0.0,14,1.8,0,100.0,5,5,-4.2,1.5,0,0,0.0,100.0,5,1,0.0,5,16.1,0,1,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,0.0,80.8,0.0,0,0,0,0,0,0,0.0,17,3.4,-3.01
Jack Plummer,83543,QB,LOUISVILLE,1,16.67,0,31,210,76.9,26,26,10.3,2.58,0,0,0.0,69.2,18,8,10.0,29,93.5,2,11,,,,69.8,55.8,76.3,,56.8,,,54.4,,,0,1,31,25.0,108.0,6.9,2,1,0,0,2,1,3.2,241,9.3,75.0,12,12,6.6,2.55,0,0,0.0,58.3,7,3,22.2,14,45.2,2,2,,,,68.8,54.1,75.2,,53.5,,,57.5,,,0,0,15,66.7,71.2,14.3,2,0,0,0,0,0,0.0,59,4.9,81.3,16,16,11.5,2.54,0,0,0.0,75.0,12,5,7.7,17,54.8,1,9,,,,66.8,59.8,72.0,,61.5,,,57.3,,,0,1,18,0.0,126.0,0.0,0,1,0,0,2,1,5.6,184,11.5,0,100.0,2,2,-2.5,1.95,0,0,0.0,50.0,1,0,50.0,2,6.5,1,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,6.58
Andrew Peasley,83581,QB,WYOMING,1,38.82,0,31,351,52.6,19,20,8.9,3.49,0,0,0.0,45.0,9,13,10.0,29,93.5,1,8,,,,69.6,56.6,75.9,,40.3,,,74.8,,,0,1,29,23.1,38.8,10.3,3,6,0,1,0,1,3.4,96,4.8,47.1,17,17,10.1,2.9,0,0,0.0,41.2,7,11,12.5,20,64.5,1,5,,,,69.0,44.9,75.2,,39.3,,,62.5,,,0,1,20,18.2,34.2,10.0,2,1,0,0,0,1,5.0,91,5.4,100.0,4,5,0.0,4.34,0,0,0.0,80.0,4,2,0.0,11,35.5,0,5,,,,65.6,83.1,70.4,,60.3,,,78.6,,,0,0,11,50.0,110.8,9.1,1,5,0,1,0,0,0.0,53,10.6,0,100.0,2,2,1.0,2.15,0,0,0.0,100.0,2,0,0.0,2,6.5,0,2,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,48,24.0,5.25
Brady Cook,124199,QB,MISSOURI,1,-11.11,0,31,229,76.2,21,22,10.1,3.29,1,0,0.0,72.7,16,12,0.0,29,93.5,0,14,,,,71.1,80.4,77.4,,70.1,,,77.5,,,0,1,30,25.0,111.0,10.3,3,4,0,0,1,0,0.0,276,12.5,82.4,17,18,11.1,3.25,1,0,0.0,77.8,14,10,0.0,25,80.6,0,12,,,,71.0,83.0,77.2,,72.7,,,77.5,,,0,1,26,30.0,95.6,12.0,3,4,0,0,0,0,0.0,237,13.2,66.7,6,6,2.7,2.72,0,0,0.0,66.7,4,2,0.0,6,19.4,0,2,,,,64.2,58.3,68.6,,58.2,,,,,,0,0,6,0.0,123.6,0.0,0,0,0,0,1,0,0.0,38,6.3,0,100.0,2,2,-4.0,1.1,0,0,0.0,100.0,2,0,0.0,2,6.5,0,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.5,-6.84
Kyle McCord,145053,QB,OHIO STATE,1,-3.95,0,31,260,84.6,26,28,10.6,2.53,0,4,13.8,78.6,22,5,0.0,28,90.3,0,14,,,,68.1,91.9,75.8,,91.7,,,,,,0,0,29,0.0,148.4,0.0,0,0,0,2,3,0,0.0,309,11.0,88.2,17,19,6.2,2.32,0,2,10.0,78.9,15,4,0.0,19,61.3,0,8,,,,67.1,84.7,75.1,,84.3,,,,,,0,0,20,0.0,117.8,0.0,0,0,0,2,1,0,0.0,153,8.1,83.3,12,12,13.3,2.63,0,2,16.7,75.0,9,1,10.0,12,38.7,1,8,,,,65.8,91.4,70.7,,91.1,,,,,,0,0,12,0.0,156.3,0.0,0,0,0,0,2,0,0.0,182,15.2,0,100.0,3,3,-3.0,1.63,0,0,0.0,66.7,2,0,33.3,3,9.7,1,2,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,,93.8,0.0,0,0,0,0,0,0,0.0,26,8.7,7.12
Deacon Hill,145170,QB,IOWA,1,12.73,0,31,192,65.2,23,24,11.7,2.75,1,0,0.0,58.3,14,7,6.7,24,77.4,1,8,,,,29.4,72.7,77.0,,72.1,,,62.0,,,0,1,26,0.0,65.3,0.0,0,0,0,0,0,0,0.0,184,7.7,73.7,19,20,8.4,2.22,1,0,0.0,60.0,12,4,14.3,20,64.5,2,7,,,,27.9,73.7,76.7,,73.4,,,62.0,,,0,1,21,0.0,72.7,0.0,0,0,0,0,1,0,0.0,119,6.0,72.7,11,11,8.8,3.01,0,0,0.0,72.7,8,3,0.0,11,35.5,0,3,,,,65.8,65.9,70.7,,65.5,,,,,,0,0,12,0.0,102.1,0.0,0,0,0,0,0,0,0.0,104,9.5,0,100.0,7,7,-1.7,1.64,0,0,0.0,85.7,6,0,14.3,7,22.6,1,2,,,,64.6,66.7,69.1,,66.4,,,,,,0,0,7,,129.5,0.0,0,0,0,0,1,0,0.0,39,5.6,3.5
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,-7.69,0,31,144,50.0,24,24,14.7,2.81,0,1,3.7,50.0,12,5,0.0,25,80.6,0,8,,,,19.6,38.5,77.3,,47.5,,,29.8,,,0,1,28,0.0,51.9,0.0,0,1,0,0,0,1,3.6,147,6.1,61.5,26,26,11.2,2.32,0,1,3.4,57.7,15,4,6.3,26,83.9,1,8,,,,19.9,45.0,77.2,,53.6,,,33.4,,,0,1,29,0.0,62.5,0.0,0,0,0,0,0,1,3.4,177,6.8,50.0,4,4,11.8,3.64,0,0,0.0,50.0,2,1,0.0,5,16.1,0,2,,,,63.8,43.1,69.3,,44.9,,,57.3,,,0,0,5,0.0,69.8,0.0,0,1,0,0,0,0,0.0,25,6.3,0,100.0,6,6,-2.7,1.38,0,0,0.0,83.3,5,0,16.7,6,19.4,1,2,,,,64.2,66.3,68.6,,66.0,,,,,,0,0,6,,104.9,0.0,0,0,0,0,0,0,0.0,55,9.2,-0.56
